Carney,John,DE,Qualified,5/20/1956,202-225-4165,https://forms.house.gov/carney/webforms/email-me.shtml
Dianne,Feinstein,CA,Qualified,6/22/1933,202-224-3841,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me
Karen,Bass,CA,Qualified,10/3/1953,202-225-7084,https://bass.house.gov/contact-me/email-me
Xavier,Becerra,CA,Qualified,1/26/1958,202-225-6235,http://becerraforms.house.gov/forms/writeyourrep/
Barbara,Boxer,CA,Qualified,11/11/1940,202-224-3553,https://www.boxer.senate.gov/contact/shareyourviews.html
Ken,Calvert,CA,Qualified,6/8/1953,202-225-1986,https://calvert.house.gov/contactform/
Lois,Capps,CA,Qualified,1/10/1938,202-225-3601,https://capps.house.gov/contact-me/email-me
Judy,Chu,CA,Qualified,7/7/1953,202-225-5464,http://chu.house.gov/connect-with-me/email-judy
Jim,Costa,CA,Qualified,4/13/1952,202-225-3341,http://www.house.gov/formcosta/issue.htm
Susan,Davis,CA,Qualified,4/13/1944,202-225-2040,https://susandavisforms.house.gov/forms/writeyourrep/
Jeff,Denham,CA,Qualified,7/29/1967,202-225-4540,https://denham.house.gov/contact-me/email-me
Anna,Eshoo,CA,Qualified,12/13/1942,202-225-8104,https://eshoo.house.gov/email-me/
Sam,Farr,CA,Qualified,7/4/1941,202-225-2861,https://forms.house.gov/farr/webforms/issue_subscribe.html
John,Garamendi,CA,Qualified,1/24/1945,202-225-1880,https://garamendi.house.gov/contact-me/email-me
Michael,Honda,CA,Qualified,6/27/1941,202-225-2631,http://honda.house.gov/contact
Duncan,Hunter,CA,Likely,12/7/1976,202-225-5672,https://hunter.house.gov/contact-me/email-me
Darrell,Issa,CA,Likely,11/1/1953,202-225-3906,http://issa.house.gov/contact/contact-me
Barbara,Lee,CA,Likely,7/16/1946,202-225-2661,http://lee.house.gov/contact-the-office/email-me
Zoe,Lofgren,CA,Likely,12/21/1947,202-225-3072,http://lofgren.house.gov/contact/
Doris,Matsui,CA,Likely,9/25/1944,202-225-7163,https://matsui.house.gov/email-representative-matsui
Kevin,McCarthy,CA,Likely,1/26/1965,202-225-2915,https://kevinmccarthy.house.gov/contact/email-me
Tom,McClintock,CA,Likely,7/10/1956,202-225-2511,https://mcclintockforms.house.gov/forms/contact-form.shtml
Jerry,McNerney,CA,Likely,6/18/1951,202-225-1947,https://mcnerney.house.gov/contact/email-me
Grace,Napolitano,CA,Likely,12/4/1936,202-225-5256,https://napolitano.house.gov/contact-me/email-me
Devin,Nunes,CA,Likely,10/1/1973,202-225-2523,https://nunes.house.gov/contactform/default.aspx
Nancy,Pelosi,CA,Likely,3/26/1940,202-225-4965,http://pelosi.house.gov/contact-me/email-me
Dana,Rohrabacher,CA,Likely,6/21/1947,202-225-2415,https://rohrabacher.house.gov/contact/email-me
Lucille,Roybal-Allard,CA,Likely,6/12/1941,202-225-1766,http://roybal-allard.house.gov/contact/
Edward,Royce,CA,Likely,10/12/1951,202-225-4111,https://royce.house.gov/contact/contactform.htm
Loretta,Sanchez,CA,Likely,1/7/1960,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me
Adam,Schiff,CA,Likely,6/22/1960,202-225-4176,https://schiff.house.gov/contact
Brad,Sherman,CA,Likely,10/24/1954,202-225-5911,http://sherman.house.gov/contact/contact-congressman-sherman-form
Jackie,Speier,CA,Likely,5/14/1950,202-225-3531,https://forms.house.gov/speier/webforms/email_jackie.shtml
Linda,S�nchez,CA,Unlikely,1/28/1969,202-225-6676,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm
Mike,Thompson,CA,Unlikely,1/24/1951,202-225-3311,https://mikethompson.house.gov/contact/email-me
Maxine,Waters,CA,Unlikely,8/15/1938,202-225-2201,https://waters.house.gov/contact/contactform.htm
Janice,Hahn,CA,Unlikely,3/30/1952,202-225-8220,https://hahn.house.gov/contact-me/email-me
Doug,LaMalfa,CA,Unlikely,7/2/1960,202-225-3076,https://lamalfa.house.gov/contact/email-me
Jared,Huffman,CA,Unlikely,2/18/1964,202-225-5161,https://huffman.house.gov/contact/email-me
Ami,Bera,CA,Unlikely,3/2/1965,202-225-5716,https://beraforms.house.gov/forms/writeyourrep/
Paul,Cook,CA,Unlikely,3/3/1943,202-225-5861,https://cook.house.gov/contact/email-me
Eric,Swalwell,CA,Unlikely,11/16/1980,202-225-5065,http://swalwell.house.gov/contact-me/email-eric/
David,Valadao,CA,Unlikely,4/14/1977,202-225-4695,http://valadao.house.gov/contact/
Julia,Brownley,CA,Unlikely,8/28/1952,202-225-5811,https://juliabrownley.house.gov/contact/email-me
Tony,C�rdenas,CA,Unlikely,3/31/1963,202-225-6131,https://cardenas.house.gov/contact/email-me
Raul,Ruiz,CA,Unlikely,8/25/1972,202-225-5330,https://ruiz.house.gov/email-me
Mark,Takano,CA,Unlikely,12/10/1960,202-225-2305,https://takano.house.gov/contact/email-me
Alan,Lowenthal,CA,Unlikely,3/8/1941,202-225-7924,http://lowenthal.house.gov/contact/howtocontactme.htm
Juan,Vargas,CA,Unlikely,3/7/1961,202-225-8045,https://vargas.house.gov/contact
Scott,Peters,CA,Unlikely,6/17/1958,202-225-0508,https://scottpeters.house.gov/contact/email-me
Mark,DeSaulnier,CA,Unlikely,3/31/1952,202-225-2095,
Steve,Knight,CA,Unlikely,12/17/1966,202-225-1956,
Pete,Aguilar,CA,Unlikely,6/19/1979,202-225-3201,
Ted,Lieu,CA,Unlikely,3/29/1969,202-225-3976,
Norma,Torres,CA,Unlikely,4/4/1965,202-225-6161,
Mimi,Walters,CA,Unlikely,5/14/1962,202-225-5611,
John,Cornyn,TX,Qualified,2/2/1952,202-224-2934,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm
Joe,Barton,TX,Qualified,9/15/1949,202-225-2002,https://joebarton.house.gov/contact1/
Kevin,Brady,TX,Qualified,4/11/1955,202-225-4901,https://kevinbrady.house.gov/contact-form
Michael,Burgess,TX,Qualified,12/23/1950,202-225-7772,http://burgess.house.gov/contact/356345.htm
John,Carter,TX,Qualified,11/6/1941,202-225-3864,https://carter.house.gov/email-john2
K.,Conaway,TX,Qualified,6/11/1948,202-225-3605,https://conaway.house.gov/forms/writeyourrep/default.aspx
Henry,Cuellar,TX,Qualified,9/19/1955,202-225-1640,https://cuellar.house.gov/forms/writeyourrep/default.aspx
John,Culberson,TX,Qualified,8/24/1956,202-225-2571,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx
Lloyd,Doggett,TX,Qualified,10/6/1946,202-225-4865,https://forms.house.gov/doggett/webforms/issue_subscribe.htm
Blake,Farenthold,TX,Qualified,12/12/1961,202-225-7742,http://farentholdforms.house.gov/contact/email.htm
Bill,Flores,TX,Qualified,2/25/1954,202-225-6105,https://billflores.house.gov/contact/
Louie,Gohmert,TX,Qualified,8/18/1953,202-225-3035,http://gohmert.house.gov/contact/
Kay,Granger,TX,Qualified,1/18/1943,202-225-5071,http://kaygranger.house.gov/contact-kay/email-me
Al,Green,TX,Qualified,9/1/1947,202-225-7508,https://algreen.house.gov/contact-me/email-me
Gene,Green,TX,Qualified,10/17/1947,202-225-1688,https://green.house.gov/contact-me/email-me
Jeb,Hensarling,TX,Qualified,5/29/1957,202-225-3484,https://hensarling.house.gov/contact/email-me
Rub�n,Hinojosa,TX,Qualified,8/20/1940,202-225-2531,https://hinojosa.house.gov/contact-me/email-me
Sheila,Jackson Lee,TX,Qualified,1/12/1950,202-225-3816,http://jacksonlee.house.gov/contact/
Eddie,Johnson,TX,Likely,12/3/1935,202-225-8885,https://ebjohnson.house.gov/contact/email-me
Sam,Johnson,TX,Likely,10/11/1930,202-225-4201,http://samjohnson.house.gov/contact/
Kenny,Marchant,TX,Likely,2/23/1951,202-225-6605,https://marchant.house.gov/contact/contactform.htm
Michael,McCaul,TX,Likely,1/14/1962,202-225-2401,https://mccaul.house.gov/contact/email-me
Randy,Neugebauer,TX,Likely,12/24/1949,202-225-4005,https://randy.house.gov/contact-me/email-me
Pete,Olson,TX,Likely,12/9/1962,202-225-5951,https://forms.house.gov/olson/contact-form.shtml
Ted,Poe,TX,Likely,9/10/1948,202-225-6565,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF
Pete,Sessions,TX,Likely,3/22/1955,202-225-2231,https://sessions.house.gov/index.cfm/contact-form
Lamar,Smith,TX,Likely,11/19/1947,202-225-4236,http://lamarsmith.house.gov/contact/email-lamar
Mac,Thornberry,TX,Likely,7/15/1958,202-225-3706,https://thornberry.house.gov/forms/writeyourrep/
Ted,Cruz,TX,Likely,12/22/1970,202-224-5922,http://www.cruz.senate.gov/?p=email_senator
Randy,Weber,TX,Likely,7/2/1953,202-225-2831,https://weber.house.gov/contact/email-me
Beto,O'Rourke,TX,Unlikely,9/26/1972,202-225-4831,https://orourkeforms.house.gov/forms/writeyourrep/
Joaquin,Castro,TX,Unlikely,9/16/1974,202-225-3236,https://castro.house.gov/contact/email-me
Roger,Williams,TX,Unlikely,9/13/1949,202-225-9896,https://williams.house.gov/contact/email-me
Marc,Veasey,TX,Unlikely,1/3/1971,202-225-9897,https://veaseyforms.house.gov/forms/writeyourrep/
Filemon,Vela,TX,Unlikely,2/13/1963,202-225-9901,https://forms.house.gov/vela/webforms/email-me.shtml
John,Ratcliffe,TX,Unlikely,10/20/1965,202-225-6673,
Will,Hurd,TX,Unlikely,8/19/1977,202-225-4511,
Brian,Babin,TX,Unlikely,3/23/1948,202-225-1555,
Richard,Blumenthal,Qualified,2/13/1946,202-224-2823,https://www.blumenthal.senate.gov/contact/
Joe,Courtney,Qualified,4/6/1953,202-225-2076,https://courtney.house.gov/email-joe1
Rosa,DeLauro,Qualified,3/2/1943,202-225-3661,https://forms.house.gov/delauro/webforms/contact_form_email.shtml
James,Himes,Qualified,7/5/1966,202-225-5541,https://himes.house.gov/contact-me/email-me
John,Larson,Qualified,7/22/1948,202-225-2265,https://forms.house.gov/larson/contact_new.html
Christopher,Murphy,Qualified,8/3/1973,202-224-4041,http://www.murphy.senate.gov/contact
Elizabeth,Esty,Qualified,8/25/1959,202-225-4476,http://esty.house.gov/contact
Tom,Udall,NM,Qualified,5/18/1948,202-224-6621,http://www.tomudall.senate.gov/?p=contact
Martin,Heinrich,NM,Qualified,10/17/1971,202-224-5521,http://www.heinrich.senate.gov/contact/write-martin
Ben,Luj�n,NM,Likely,6/7/1972,202-225-6190,https://forms.house.gov/lujan/contact-form.shtml
Stevan,Pearce,NM,Unlikely,8/24/1947,202-225-2365,https://pearce.house.gov/contact-me/email-me
Michelle,Lujan Grisham,NM,Unlikely,10/24/1959,202-225-6316,http://lujangrisham.house.gov/contact/email-me/
