lastname,firstname,birthday,type,state,party,website,phone,contact_form
Mike,Thompson,CA,Democrat,1/24/1951,202-225-3311,https://mikethompson.house.gov/contact/email-me,http://mikethompson.house.gov
Maxine,Waters,CA,Democrat,8/15/1938,202-225-2201,https://waters.house.gov/contact/contactform.htm,http://waters.house.gov
Janice,Hahn,CA,Democrat,3/30/1952,202-225-8220,https://hahn.house.gov/contact-me/email-me,http://hahn.house.gov
Doug,LaMalfa,CA,Republican,7/2/1960,202-225-3076,https://lamalfa.house.gov/contact/email-me,http://lamalfa.house.gov
Jared,Huffman,CA,Democrat,2/18/1964,202-225-5161,https://huffman.house.gov/contact/email-me,http://huffman.house.gov
Ami,Bera,CA,Democrat,3/2/1965,202-225-5716,https://beraforms.house.gov/forms/writeyourrep/,http://bera.house.gov
Paul,Cook,CA,Republican,3/3/1943,202-225-5861,https://cook.house.gov/contact/email-me,http://cook.house.gov
Eric,Swalwell,CA,Democrat,11/16/1980,202-225-5065,http://swalwell.house.gov/contact-me/email-eric/,http://swalwell.house.gov
David,Valadao,CA,Republican,4/14/1977,202-225-4695,http://valadao.house.gov/contact/,http://valadao.house.gov
Julia,Brownley,CA,Democrat,8/28/1952,202-225-5811,https://juliabrownley.house.gov/contact/email-me,http://juliabrownley.house.gov
Tony,Cárdenas,CA,Democrat,3/31/1963,202-225-6131,https://cardenas.house.gov/contact/email-me,http://cardenas.house.gov
Raul,Ruiz,CA,Democrat,8/25/1972,202-225-5330,https://ruiz.house.gov/email-me,https://ruiz.house.gov
Mark,Takano,CA,Democrat,12/10/1960,202-225-2305,https://takano.house.gov/contact/email-me,https://takano.house.gov
Alan,Lowenthal,CA,Democrat,3/8/1941,202-225-7924,http://lowenthal.house.gov/contact/howtocontactme.htm,http://lowenthal.house.gov
Juan,Vargas,CA,Democrat,3/7/1961,202-225-8045,https://vargas.house.gov/contact,http://vargas.house.gov
Scott,Peters,CA,Democrat,6/17/1958,202-225-0508,https://scottpeters.house.gov/contact/email-me,http://scottpeters.house.gov
Mark,DeSaulnier,CA,Democrat,3/31/1952,202-225-2095,,https://desaulnier.house.gov
Steve,Knight,CA,Republican,12/17/1966,202-225-1956,,https://knight.house.gov
Pete,Aguilar,CA,Democrat,6/19/1979,202-225-3201,,https://aguilar.house.gov
Ted,Lieu,CA,Democrat,3/29/1969,202-225-3976,,https://lieu.house.gov
Norma,Torres,CA,Democrat,4/4/1965,202-225-6161,,https://torres.house.gov
Mimi,Walters,CA,Republican,5/14/1962,202-225-5611,,https://walters.house.gov
